"dataset","source","yi","vi","n2","n_total","n1","domain","miyake","es_id","weight"
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.237807801,0.954729943,47,101,54,"updating","no",1113,1.04741660962026
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.802922389,0.096523244,21,40,19,"inhibition","no",1114,10.3601988345937
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.015167904,575.3396982,21,40,19,"processing speed","no",1115,0.00173810359884532
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.697925948,64.6224027,27,54,27,"processing speed","no",1116,0.0154745097399481
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.114739299,0.053606874,40,80,40,"updating","no",1117,18.6543240704541
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.045754681,0.077759085,40,80,40,"updating","no",1118,12.8602336305783
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.184511289,1.865335647,8,16,8,"processing speed","no",1119,0.536096547347009
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.363951855,6145.781347,23,48,25,"shifting","no",1120,0.000162713240764438
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.593268386,1.560496079,20,47,27,"updating","no",1121,0.640821860084917
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.304406955,840.0773406,24,48,24,"processing speed","no",1122,0.00119036659087338
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.974665677,23.41431628,24,48,24,"inhibition","no",1123,0.0427089131299631
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.930723156,45.86470399,122,259,137,"inhibition","no",1124,0.0218032585627944
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.215185666,0.06657369,32,59,27,"inhibition","yes",1125,15.0209489664761
"psymetadata::maldonado2020::maldonado2020","psymetadata",3.053076495,0.362475149,35,62,27,"processing speed","no",1126,2.7588098184353
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.042351398,0.511296538,35,62,27,"inhibition","yes",1127,1.95581218662584
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.781145817,45.42975725,32,64,32,"inhibition","yes",1128,0.0220120040372877
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.246330092,86.38604835,12,24,12,"processing speed","no",1129,0.0115759433276589
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.280370202,1.214865211,16,32,16,"processing speed","no",1130,0.823136584162175
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.176231197,1167.473219,16,32,16,"shifting","no",1131,0.000856550697459725
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.773600265,1.445589383,16,32,16,"processing speed","no",1132,0.691759369403172
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.866478578,1193.418553,16,32,16,"shifting","no",1133,0.000837928987685178
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.297162388,1.275441441,16,32,16,"processing speed","no",1134,0.784042267919378
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.381267471,647.9949244,16,32,16,"shifting","no",1135,0.00154322196416266
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.58041113,0.174398683,24,48,24,"updating","no",1136,5.73398825494571
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.039812646,0.204078205,24,48,24,"updating","no",1137,4.90008229933226
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.987927079,3.840452626,24,48,24,"inhibition","no",1138,0.260385974619232
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.205017392,127.2995504,56,107,51,"inhibition","no",1139,0.00785548728850813
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.537205722,94.41201932,56,107,51,"inhibition","yes",1140,0.0105918717468652
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.20058399,0.149782848,56,107,51,"inhibition","no",1141,6.67633185877197
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.164327015,113.5416458,56,107,51,"inhibition","no",1142,0.00880734106815281
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.372969735,13.81076539,56,107,51,"processing speed","no",1143,0.072407283141894
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.705020844,0.479460164,64,133,69,"updating","no",1144,2.08567900961215
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.158383479,0.453029175,64,133,69,"updating","no",1145,2.2073633557927
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.187812025,0.096432129,64,133,69,"updating","no",1146,10.3699877869543
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.883679879,0.357831344,64,133,69,"processing speed","no",1147,2.79461264857782
"psymetadata::maldonado2020::maldonado2020","psymetadata",-2.015651514,89.77239489,32,66,34,"shifting","yes",1148,0.0111392817494211
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.440463298,0.061466997,49,84,35,"updating","no",1149,16.2688930451572
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.100748046,0.065177723,49,84,35,"updating","no",1150,15.3426654686909
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.907770594,0.053724142,49,84,35,"updating","no",1151,18.6136057789438
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.676893143,977.6054094,49,84,35,"inhibition","no",1152,0.00102290759685316
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.536892615,2.184446434,15,31,16,"shifting","no",1153,0.457781882144335
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.616866482,2.942869264,15,31,16,"shifting","no",1154,0.339804425644373
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.802774408,0.051474879,39,80,41,"inhibition","yes",1155,19.4269519312517
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.208482083,0.254849062,39,80,41,"shifting","yes",1156,3.92389123252884
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.760591191,0.407798436,40,80,40,"processing speed","no",1157,2.4521918470526
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.674156209,735.5042406,37,69,32,"updating","no",1158,0.00135961146761606
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.812691001,109.2649825,24,48,24,"inhibition","yes",1159,0.00915206296765755
"psymetadata::maldonado2020::maldonado2020","psymetadata",4.569588295,25.7131405,8,16,8,"inhibition","no",1160,0.0388906209259036
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.223981575,12.82747349,18,35,17,"processing speed","no",1161,0.0779576742668443
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.175667304,8.196862758,18,35,17,"inhibition","no",1162,0.121997894746257
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.149602242,23.76587036,18,35,17,"inhibition","no",1163,0.0420771461281336
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.650026558,6276.365075,27,57,30,"shifting","yes",1164,0.000159327889319759
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.177563839,0.118796843,27,58,31,"inhibition","no",1165,8.41773211094507
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.964440145,229.9541008,36,72,36,"inhibition","yes",1166,0.00434869391987812
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.155175672,0.473254217,20,41,21,"inhibition","yes",1167,2.11302924322384
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.120229689,0.146618859,20,41,21,"updating","no",1168,6.82040500669835
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.028961754,0.127491109,20,41,21,"updating","no",1169,7.84368422114832
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.968028535,0.062045418,70,140,70,"updating","no",1170,16.1172256104391
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.977815098,0.066029235,51,104,53,"updating","no",1171,15.1448066905515
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.647231647,0.370330477,72,144,72,"inhibition","no",1172,2.70029085399849
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.873534472,0.272091121,72,144,72,"updating","no",1173,3.67523936953459
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.39523292,1.477486899,24,48,24,"processing speed","no",1174,0.676824952340914
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.848123781,0.918354441,24,48,24,"processing speed","no",1175,1.08890419140468
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.559935502,0.123193054,16,31,15,"shifting","yes",1176,8.11734077150162
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.844108599,46.84331363,14,28,14,"inhibition","no",1177,0.0213477639071111
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.297145556,0.102975717,20,39,19,"inhibition","yes",1178,9.71102730947724
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.42551551,0.106851025,20,39,19,"updating","no",1179,9.35882458778472
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.845357127,0.170928304,13,23,10,"inhibition","yes",1180,5.8504061445552
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.959897066,0.189003748,13,23,10,"updating","no",1181,5.29090036881173
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.458209848,1.572593319,7,36,29,"updating","no",1182,0.635892311074991
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.633978171,0.061898686,81,121,40,"updating","no",1183,16.1554317970498
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.814874944,1.183976433,81,121,40,"updating","no",1184,0.844611406213691
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.662480047,0.869522792,81,121,40,"processing speed","no",1185,1.15005611031758
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.824195443,0.288225931,81,121,40,"shifting","yes",1186,3.46950045934625
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.350688222,3.352851428,81,121,40,"shifting","no",1187,0.298253597415292
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.974192695,1.237868322,81,121,40,"inhibition","no",1188,0.807840367369866
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.019234474,0.664124523,81,121,40,"updating","no",1189,1.50574171765677
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.404039899,0.36566302,81,121,40,"updating","no",1190,2.73475835757195
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.42921778,0.074404294,81,121,40,"shifting","no",1191,13.4400845198531
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.02264352,273.1288147,81,121,40,"inhibition","no",1192,0.00366127609457238
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.362461737,0.072826272,48,72,24,"updating","no",1193,13.7313083937621
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.315717227,0.074674078,48,72,24,"updating","no",1194,13.3915279141444
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.130752726,1.693326343,48,72,24,"processing speed","no",1195,0.590553618996052
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.653893979,0.552427182,48,72,24,"shifting","yes",1196,1.81019332969752
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.366020972,1.111873174,48,72,24,"inhibition","yes",1197,0.899383152129183
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.279512673,1.32951847,48,72,24,"shifting","yes",1198,0.752152017865536
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.326477059,1.010195229,48,72,24,"updating","no",1199,0.989907664669836
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.654123086,0.803317364,48,72,24,"updating","no",1200,1.24483802394193
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.529309253,0.117459394,48,72,24,"updating","no",1201,8.5135804463626
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.869223548,226.6400108,48,72,24,"inhibition","no",1202,0.00441228358783682
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.704153484,0.022452441,323,649,326,"processing speed","no",1203,44.5385871407033
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.216169014,0.002912355,323,649,326,"processing speed","no",1204,343.364734038261
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.553272589,0.003706952,323,649,326,"processing speed","no",1205,269.763406701786
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.771344339,0.139723749,323,649,326,"processing speed","no",1206,7.15697944806791
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.346920709,0.015674634,323,649,326,"updating","no",1207,63.7973428917064
"psymetadata::maldonado2020::maldonado2020","psymetadata",-1.012624191,0.00682711,323,649,326,"processing speed","no",1208,146.474862716435
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.771147044,0.00860182,323,649,326,"shifting","no",1209,116.254467077897
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.599902835,0.05011185,323,649,326,"inhibition","yes",1210,19.9553598599932
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.793488556,0.016600045,323,649,326,"shifting","yes",1211,60.2408005520467
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.871471953,0.007530702,323,649,326,"updating","no",1212,132.789745232251
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.981969703,0.007004917,323,649,326,"updating","no",1213,142.756866355447
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.168751594,0.454623232,323,649,326,"processing speed","no",1214,2.19962362152227
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.462080273,2.389081068,323,649,326,"shifting","no",1215,0.418570978354092
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.950991425,0.330857006,323,649,326,"processing speed","no",1216,3.0224537545383
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.221596947,0.086228576,323,649,326,"processing speed","no",1217,11.5970835468743
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.224129447,0.077431246,323,649,326,"processing speed","no",1218,12.9146830466863
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.175016243,0.072040021,323,649,326,"processing speed","no",1219,13.8811730773926
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.467562493,1.727662477,323,649,326,"processing speed","no",1220,0.578816761556604
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.105136101,16.83417376,323,649,326,"processing speed","no",1221,0.0594029748211415
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.62372229,57.10485425,323,649,326,"processing speed","no",1222,0.0175116461312043
"psymetadata::maldonado2020::maldonado2020","psymetadata",-1.355051908,0.059788125,323,649,326,"processing speed","no",1223,16.7257293986055
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.109654503,0.170494684,323,649,326,"processing speed","no",1224,5.86528551236237
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.74103613,0.070244517,323,649,326,"updating","no",1225,14.2359865610579
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.245818631,0.110933718,323,649,326,"updating","no",1226,9.01439181908606
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.792900565,0.079249419,323,649,326,"inhibition","yes",1227,12.6183890382843
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.775493002,0.031700478,323,649,326,"updating","yes",1228,31.5452656581393
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.738514782,0.061379964,323,649,326,"updating","no",1229,16.2919613312253
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.657980461,0.128134077,323,649,326,"processing speed","no",1230,7.80432515231682
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.486418387,1856.813856,32,64,32,"inhibition","no",1231,0.000538556946227355
"psymetadata::maldonado2020::maldonado2020","psymetadata",-1.57188945,3.470863917,30,60,30,"inhibition","no",1232,0.288112707358558
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.760598154,3.818517919,30,60,30,"inhibition","no",1233,0.261881709399411
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.636228965,0.158830067,35,49,14,"updating","no",1234,6.29603713508476
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.424840313,0.101877109,35,49,14,"shifting","yes",1235,9.81574771620188
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.862700869,0.195497688,35,49,14,"processing speed","no",1236,5.11515000627527
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.315374519,1.640106953,35,49,14,"updating","no",1237,0.609716334761493
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.166882789,5.353249837,13,35,22,"processing speed","no",1238,0.186802415438994
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.445186975,8.229364958,13,35,22,"inhibition","no",1239,0.121516059271119
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.32385872,5.685321324,64,128,64,"inhibition","no",1240,0.175891553530775
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.99713087,0.049443955,64,128,64,"updating","no",1241,20.2249193051001
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.836190404,68.5062937,18,36,18,"inhibition","no",1242,0.0145971989723916
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.240141178,0.569816018,26,48,22,"inhibition","yes",1243,1.75495242044951
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.195488314,0.907829993,26,48,22,"inhibition","yes",1244,1.10152782757862
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.269083525,0.161454282,34,65,31,"updating","no",1245,6.19370380031172
"psymetadata::maldonado2020::maldonado2020","psymetadata",0,0.067895717,34,65,31,"shifting","yes",1246,14.7284695439625
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.379488261,0.11111079,34,65,31,"updating","no",1247,9.00002601007517
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.481387564,2.246659606,35,72,37,"inhibition","yes",1248,0.445105256412395
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.331438441,0.036981011,227,282,55,"updating","no",1249,27.0409048579013
"psymetadata::maldonado2020::maldonado2020","psymetadata",2.779806198,0.065696279,227,282,55,"processing speed","no",1250,15.2215622440352
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.311630879,0.078416363,227,282,55,"updating","no",1251,12.752440456847
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.541149939,0.181187555,227,282,55,"updating","no",1252,5.51914285724536
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.445324781,0.037414405,227,282,55,"updating","yes",1253,26.7276734722896
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.553087055,76.80543567,24,66,42,"inhibition","yes",1254,0.0130199118236445
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.677090907,0.156426549,24,66,42,"updating","no",1255,6.39277671464836
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.822690072,18.87476565,24,66,42,"inhibition","no",1256,0.0529807902542091
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.47780134,1.980611723,12,35,23,"processing speed","no",1257,0.504894517379366
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.917336463,34.93119566,12,35,23,"shifting","no",1258,0.028627706011939
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.398420192,0.841932085,35,93,58,"processing speed","no",1259,1.18774425849325
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.486366682,8.081992807,35,93,58,"shifting","no",1260,0.1237318596886
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.081356569,118.6809475,45,78,33,"processing speed","no",1261,0.00842595227848177
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.107044796,108.3004117,45,78,33,"processing speed","no",1262,0.00923357524041619
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.300574465,17.55039092,45,78,33,"processing speed","no",1263,0.0569787877978504
"psymetadata::maldonado2020::maldonado2020","psymetadata",1.141716361,0.16449361,45,78,33,"processing speed","no",1264,6.07926350452154
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.455859836,0.116421086,45,78,33,"updating","no",1265,8.58950929215692
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.149680499,0.167658207,45,78,33,"updating","no",1266,5.96451565296771
"psymetadata::maldonado2020::maldonado2020","psymetadata",-0.270142907,119.9613915,45,78,33,"shifting","yes",1267,0.00833601534206945
"psymetadata::maldonado2020::maldonado2020","psymetadata",0.774886383,132.0967603,45,78,33,"shifting","yes",1268,0.00757020836641972
